出了高中入大学，一点用处没有，只是费钱。	А девушка в двадцать пять уже никому не нужна, разве что какому-нибудь вдовцу.
还有二年毕业，二十；四年大学，二十四；再作二年事——大学毕业不作二年事对不起那些学费——二十六。	Надо срочно найти жениха - кончит школу и пусть выходит, нечего попусту время терять.
二十六！ 姑娘就别过二十五！	Вот сын - это боль его сердца!
过了二十五，天好，没人要，除非给续弦！ 赶紧选个小人，高中一毕业，去她的，别耍玄虚！	Вдруг Чжан Дагэ увидел корзину со свежими цветами: поздними астрами, китайскими фонариками и хризантемами.
儿子，儿子是块心病！ 看见一挑子鲜花，晚菊，老来少，番椒……	Он забыл о сыне и, прищурив левый глаз, смотрел на цветы.
	Если хочешь купить недорого, не нужно таращить глаза и налетать так, как это делают господа в европейских костюмах, которые прогуливаются под руку с дамами в торговых рядах «Восточное спокойствие».
张大哥把儿子忘了，用半闭着的那只眼轻轻了了一下。	Нужно равнодушно, с достоинством смотреть на товар.
要买便宜东西，决不能瞪着眼直扑过去，像东安市场里穿洋服拉着女朋友的那些大爷那样。	Как раз в этот момент цветочница встретилась глазами с Чжан Дагэ.
总得虚虚实实，了一眼。 卖花的恰巧在这一了的工夫，捉住张大哥的眼。	Он быстро перевел взгляд на курицу в соусе и пошел дальше.
张大哥拉线似的把眼光收到手中的酱鸡上，走了过去。	Да, сын - это боль его сердца!
儿子是块心病！	
